Name,Ingredients,Garnish,Preparation
iron fist in a velvet glove,"1.25 oz lillet rose, .75 oz barsol primero quebranta pisco, .75 oz prata cachaca, .25 oz velvet falernum",grapefruit twist,stir with ice and strain into a nick & nora glass. garnish with a grapefruit twist.
the fritz,".75 oz junipero gin, .75 oz luxardo maraschino liqueur, .75 oz peychaud's bitters, .75 oz punt e mes",orange twist,stir with ice and strain into a rocks glass. garnish with an orange twist.
lonesome george,"1.25 oz apricot-infused h by hine, 1 oz napoleon amontillado, .25 oz mandarine napoléon, .5 oz lazzaroni amaro",orange twist and discard,stir with ice and strain into a small wine glass.
under the sun,"1.5 oz plantation pineapple rum, 1 oz barsol perfecto amor (aperitif wine), .5 oz ancho reyes, 3 dash house-made roasted banana bitters",orange twist,stir with ice and strain into an old fashioned glass over small ice cubes. garnish with an orange twist.
b-string,"1.5 oz h by hine, 1 oz lustau amontillado sherry, .5 oz giffard banane du brésil, 3 dash house-made roasted banana bitters (or bittermens tiki bitters)",banana chip,stir with ice for about 20 seconds and then strain into a chilled cocktail coupe.
the silver cocktail,"1.5 oz junipero gin, 1.5 oz dry vermouth, .25 oz luxardo maraschino liqueur, 2 dash orange bitters",lemon,stir with ice until cold; strain into a chilled cocktail glass. express and garnish with lemon.
obituary cocktail,".25 oz mansinthe absinthe, 2 oz genevieve gin, .25 oz tempus fugit alessio extra dry vermouth",,stir with ice. strain into a cocktail glass.
bourbon crusta,"2 oz bourbon, .25 oz orchard syrup, .25 oz lemon juice, 1 bsp luxardo triplum (triple sec), 1 bsp luxardo maraschino liqueur, 3 dash boker’s bitters",lemon sugar rim,"stir with pebble ice, strain into rimmed vintage glass."
international mistress,"1.5 oz amaro nonino quintessentia, .75 oz lemon juice, .5 oz mezcal, .5 oz small hand foods orgeat, 2 oz soda water",grapefruit peel,"stir, fine strain into a collins glass over ice. top with soda. garnish with grapefruit peel."
mezcal coffee old fashioned,"2 oz mezcal, .5 oz rich coffee syrup*, .5 oz amargo vallet",orange twist,"stir, serve on a large rock with an orange twist garnish."
scotch joplin,"2 oz ardbeg ten, .75 oz luxardo aperitivo, .5 oz the genuine curacao liqueur orange, 5 dash orange bitters",lemon twist,"stir, strain into a chilled nick and nora glass. garnish with lemon twist."
virgil st.,"1 oz mezcal, .75 oz tempus fugit alessio vermouth di torino rosso, .5 oz old tom gin, .5 oz tempus fugit kina l'aero d'or, 1 dash duplais swiss absinthe verte",lemon peel,"stir, strain into absinthe rinsed double rocks glass over big cube. garnish with lemon peel."
the hollinger manhattan,"2 oz rittenhouse rye, .5 oz sweet vermouth, .25 oz luxardo maraschino liqueur, .25 oz duplais swiss absinthe verte",luxardo cherry,"stir, strain into an absinthe rinsed coupe. garnish with luxardo cherry."
the claridge,"2.25 oz gin, 2.25 oz dry vermouth, .75 oz luxardo apricot liqueur, .75 oz cointreau",,"stir, strain, and serve straight up."
venetian,".5 oz luxardo amaretto di saschira, .5 oz campari, .5 oz dry vermouth",lemon zest,"stir, strain, and serve straight up. express zest and garnish."
the professor,"1.5 oz nikka coffey grain whisky, .75 oz madeira, .75 oz dolin dry vermouth, .25 oz nux alpina walnut nocino liqueur, 1 dash angostura bitters",orange twist,"stir, tastes great up or over a large ice cube with an orange twist."
cullerton street,"2 oz barley tea-infused nikka coffey grain whisky*, .25 oz verjus blanc, .25 oz kummel liqueur, .75 oz pineau des charentes, 1 tsp demerara sugar syrup","fukujinzuke spray, lemon expression","stir. add ice cube.

*barley tea-infused nikka coffey grain whiskey:
-- 10 g. barley tea (1 package)
-- 750 mls. nikka coffey grain whisky
in a cambro, empty a bottle of nikka coffey grain whiskey, add 1 package of barley tea.
steep for 30 minutes at room temperature.
strain and store."
doctor's orders,"1.75 oz junipero gin, .75 oz dry vermouth, .25 oz curacao, 1 dash tempus fugit abbott's bitters",lemon twist,stir. serve in a small cocktail glass. lemon twist to garnish.
creole,"1.5 oz h by hine, .75 oz clement creole shrubb, .75 oz fino sherry, 2 dash orange bitters",lemon twist,stir. strain into martini glass. garnish with lemon twist.
coffee & clove,"1.5 oz nikka coffey grain whisky, .75 oz manzanilla sherry, .75 oz orange liqueur, 2 dash clove tincture",,stir. strain into nick & nora glass. mist of pipe tobacco tincture.
swedish nightingale,"1.5 oz no.3 london dry gin, .5 oz maurin quina, .25 oz pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters",lemon peel,stir. strain. lemon peel garnish.
nigamono,"2 oz nikka coffey grain whisky, .75 oz maurin quina, .75 oz luxardo amaro abano",luxardo cherries,stir. use large ice cube.
gran classico negroni,".75 oz tempus fugit gran classico bitter, .75 oz no.3 london dry gin, .75 oz tempus fugit alessio vermouth di torino rosso",orange twist,strain into an ice filled glass and garnish with an orange twist.
pink mojito,"2 oz pink pigeon rum, .25 oz simple syrup, 2 oz cranberry juice, 1 fill club soda,   mint leaves, 1 whole lime, juiced",mint sprig,"to make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. place mint in bottom of glass. add ice and remaining ingredients except club soda then stir. top with club soda and garnish with a mint sprig."
karlsson's winter punch,"750 ml bottle karlsson's gold vodka, 5 oz pomegranate juice, 9 oz cranberry juice, 9 oz aperol, 4 oz simple syrup (equal parts sugar and water), 3  star anise, 5  cloves, 4  allspice berries, 3  cinnamon sticks, 2 oz orange peel",fresh orange wheels,"toast spices and set aside. bring cranberry juice to a simmer. tie the spices and orange peel in cheesecloth and add them to the cranberry juice. let this simmer for about 30 minutes. remove the spice sachet and add the other liquid ingredients. serve warm or chilled with orange wheels as a garnish. (the magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.)"
the boys of summer cup,"1 oz no.3 london dry gin, 1 oz dolin rouge vermouth, .5 oz the genuine curacao liqueur orange, .5 oz king's ginger liqueur, .25 oz chareau liqueur, .5 oz fresh lemon juice,  top fever-tree bitter lemon","lemon wheel, mint sprig",top with fever-tree bitter lemon. build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.
brisa del sur,"1.5 oz barsol selecto italia pisco, .5 oz rocoto passion fruit reduction, .5 oz fresh lime juice, .5 oz simple syrup",cilantro,top with grapefruit soda. shake and strain into ice filled glass.
bianco americano,"1.5 oz luxardo bitter bianco, 1 oz tempus fugit kina l'aero d'or, .5 oz junipero gin","grapefruit twist, thyme",topped with about 4 oz. of lacroix pamplemousse. garnish with grapefruit twist and thyme.
soleo,"1 oz luxardo limoncello, 1 oz herbal liqueur",fresh lemon verbena sprig,use an empty bottle of 750ml capacity and combine together 12 ounces - 360 ml of each of the two liqueurs and store in the freezer. serve very cold in a small cordial glass without ice.
vieja moda,"2 oz chinaco anejo tequila, 1 tsp cinnamon-clove syrup*, 4 drops bittermens hellfire habanero shrub bitters, 1 peel grapefruit",grapefruit peel,"using a grater, slice 1 peel of grapefruit into a double old-fashioned glass, angling into the glass in order to get the expressed citrus. then add cinnamon-clove syrup and 3 large ice cubes.

separately, in a large mixing glass full of ice, pour in chinaco anejo tequila. using a barspoon, stir for 28-33 rotations. strain tequila into prepared glass. add 4 drops of bittermens hellfire bitters. garnish and enjoy.

*cinnamon-clove syrup:
-- 2 c water
-- 1 c demarea sugar
-- 4-5 cinnamon sticks
-- 7-9 cloves

combine water and demarea in a pot and bring to a simmer until the sugar is dissolved. remove from heat. add cinnamon sticks and cloves and let steep. leave at room temperature, overnight. once cooled, strain into a squeeze bottle and refrigerate."
flambeed brandy alexander,"2 oz h by hine, 1 oz tempus fugit creme de cacao, 1 oz cream (steamed as for a cappuccino)",nutmeg,"warm and flame h by hine vsop fine champagne in metal mug like a blue blazer without the tossing back and forth.
douse flame of heated brandy with cacao, top with foamed cream.
garnish with freshly grated nutmeg.
"
pb&k old fashioned,"1 oz karlsson's gold vodka, 1 oz cognac, .5 oz benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder",,wet half of the rim of a 13 oz. rocks glass with benedictine. shake off the excess benedictine to avoid clumping on the rim and dip it into the peanut butter powder. flick the glass to shake the excess powder off. place the glass in a cooler to chill the glass. in a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. stir the cocktail for 45 seconds. remove the glass from the cooler and place a 2 in. hard ice cube in it. double strain the cocktail into the glass. spritz the cocktail with both of the twists. make sure to release all the essential oils into the cocktail. discard the twists.
fiery clydesdale,"1.5 oz pusser's blue label rum , .5 oz king's ginger liqueur, .5 oz ginger syrup, .25 oz lime juice,  top homemade pink grapefruit soda","dehydrated grapefruit wheel, fresh root ginger slice","wet shake all ingredients except grapefruit soda, pour over ice and top with grapefruit soda. rim glass with grapefruit demerara. add dehydrated grapefruit wheel and slice of fresh root ginger for garnish."
mister gingy,"1 oz king's ginger liqueur, 1 oz glenrothes vintage reserve, .75 oz pineapple gum, .75 oz lemon juice, 2 dash angostura bitters","mint sprig, pineapple wedge",whip / dump / crushed
negroni sorbetto,".5 oz junipero gin, .5 oz luxardo bitter, .5 oz tempus fugit alessio vermouth bianco, .5 oz dry vermouth, 1 scoop orange sorbet, 2 drops bittermens orange cream citrate",dehydrated orange wheel,whisk ingredients in birdie (or tin). pour into coupe glass and top with prosecco (1 oz). garnish with dehydrated orange wheel. spray orange flower from atomizer.
"amaretto jello shot, why not","2 cups boiling water, 6 packages raspberry jello packages, 1.25 cup luxardo amaretto di saschira, .25 cup fresh lime juice, .5 cup cold water",,this is a recipe for jello shots!
local edition punch,"12 bottles h by hine, 4 bottles luxardo apricot liqueur, 1 bottle king's ginger liqueur, 1 bottle luxardo aperitivo, 4 bottles lemon juice",lemon wheels(floating garnish),combine all ingredients in a punch bowl. mix well.
classic lolita,"2 oz nikka whisky taketsuru, .5 oz okinawa sugar, .5 oz soda, 2 dash orange bitters, 2 dash old fashioned bitters",orange peel,muddle okinawa sugar with bitters. add whisky and stir. top with soda.
bloody swede,"2 oz karlsson's gold vodka, 2 oz bloody mix*, 1  caper berry, 1  celery stalk, 1  cherry tomato, 1  pepperoncini, 1  pickled okra, 1  cocktail onion, 1  pipparas pepper, 1  lemon slice, 1  jalapeno stuffed olive",,combine all ingredients in a large pitcher and mix well. store in fridge over night to let all the flavors meld together.
ju-ju hurricane,"1 oz luxardo amaretto di saschira, .25 oz briottet creme de cassis, 2 oz pink pigeon rum, 1 oz no.3 london dry gin, 1 oz gossling's 151 rum, 2 oz grapefruit juice, 2 oz pineapple juice","fresh pineapple chunks, luxardo cherries, grapefruit slice",
bay shandy,"2 oz pink pigeon rum, 1.5 oz blood orange juice,  float ale",brown sugar rim,
ii piacere,"1.5 oz english harbour rum, .5 oz luxardo angioletto (hazelnut liqueur), .5 oz luxardo sangue morlacco cherry liqueur, .5 oz fresh lemon juice, .25 oz luxardo maraschino cherry/cherries, 1  egg white, 4 dash bittermens boston bittahs",,
true dish,"1 oz no.3 london dry gin, .5 oz luxardo angioletto (hazelnut liqueur), .5 oz luxardo amaretto di saschira, .5 oz cinnamon honey syrup, .25 oz luxardo limoncello, 1 dash orange blossom water, 1 whole egg",,
the fifth star,"1.5 oz nikka whisky taketsuru pure malt 12 yo, .5 oz luxardo amaretto di saschira, .5 oz luxardo bitter, .5 oz luxardo fernet, .25 oz lustau dry olorosso sherry,  oz la colombe cold draft coffee",,
california aurora,"1.5 oz luxardo aperitivo, .5 oz luxardo apricot liqueur, .5 oz honey syrup, .75 oz fresh lemon juice, 4 dash california poppy oil, 1 float anchor california lager, 6  fresh sage leaves",,
plum loco,"1.5 oz luxardo slivovitz, .5 oz junipero gin, .75 oz grapefruit juice, .5 oz coco kj (house-made coco lopez), .25 oz luxardo limoncello, 1 dash angostura bitters",,
port's north fogcutter cup,"1 oz luxardo aperitivo, .5 oz luxardo apricot liqueur, 1 oz napa valley moscato late harvest (mondavi moscato d'oro), 1 oz dry amontillado sherry, .75 oz lemon juice, .5 oz junipero gin, .5 oz house-made orgeat, 15 microdrops cinnamon tincture",,
mayan sacrifice,"1.5 oz chinaco blanco tequila, .5 oz d'arisit xtabentun honey liqueur",luxardo cherry,
"lox, stock & two smoking barrels","  glenrothes vintage reserve,   coffee-infused lustau east india solera,   cinnamon syrup,   milk","cinnamon, cinnamon raisin bagel chip",
speyside highball,"1.5 oz glenrothes vintage reserve, 1 oz tuaca, .75 oz lemon juice, .75 oz lemon verbana simple,  top soda",cucumber,
the shah's shandy,"1 oz king's ginger liqueur, .5 oz no.3 london dry gin, .75 oz meyer lemon juice, .25 oz rich simple syrup (2:1 sugar to water), 3 oz anchor liberty ale",meyer lemon zest/twist,
elderfashion,"2 oz hirsch small batch reserve bourbon, 1 oz pages elderflower syrup, 1 dash angostura bitters",orange peel,
lychee & 3,"1.5 oz no.3 london dry gin, .5 oz dry vermouth, .5 oz king's ginger liqueur, .75 oz yuzu, .75 oz lychee puree, .5 oz simple syrup,   basil leaves",,
mauritian sunrise,"1.5 oz pink pigeon rum, 2 oz orange juice, 1 float luxardo aperitivo",,
my spicy valentine,"1.5 oz karlsson's gold vodka, 1 oz creme de cacao, .5 oz orange liqueur, 2 oz milk, 3 dash chocolate bitters",,
